(Kind,code,score,name,professor,week,start_time,end_time)

교필,927283-01,2,사고와표현,정연희,수,09:30:00,11:30:00
교필,927283-02,2,사고와표현,임보연,수,09:30:00,11:30:00
교필,927283-03,2,사고와표현,김도환,수,09:30:00,11:30:00
교필,927283-04,2,사고와표현,정연희,월,09:30:00,11:30:00
교필,927283-05,2,사고와표현,박동근,월,09:30:00,11:30:00
교필,927283-06,2,사고와표현,김도환,월,09:30:00,11:30:00
교필,927283-07,2,사고와표현,정연희,화,11:30:00,13:30:00
교필,927283-08,2,사고와표현,정연희,목,09:30:00,11:30:00
교필,927283-09,2,사고와표현,박동근,목,09:30:00,11:30:00
교필,927283-10,2,사고와표현,김연희,목,09:30:00,11:30:00
교필,927283-11,2,사고와표현,김연희,화,09:30:00,11:30:00
교필,927283-12,2,사고와표현,신유식,화,09:30:00,11:30:00
교필,927283-13,2,사고와표현,박동근,화,11:30:00,13:30:00
교필,927283-14,2,사고와표현,김연희,화,11:30:00,13:30:00
교필,927283-15,2,사고와표현,신유식,화,11:30:00,13:30:00
교필,927283-16,2,사고와표현,박동근,목,11:30:00,13:30:00
교필,927283-17,2,사고와표현,김연희,목,11:30:00,13:30:00
교필,927283-18,2,사고와표현,신유식,목,11:30:00,13:30:00
교필,927283-19,2,사고와표현,임보연,목,09:30:00,11:30:00
교필,927283-20,2,사고와표현,신유식,목,09:30:00,11:30:00
교필,927283-21,2,사고와표현,김도환,월,11:30:00,13:30:00
교필,927283-22,2,사고와표현,김도환,수,11:30:00,13:30:00
교필,927283-23,2,사고와표현,임보연,화,09:30:00,11:30:00
교필,927283-24,2,사고와표현,김도환,화,09:30:00,11:30:00
교필,927283-25,2,사고와표현,박동근,화,09:30:00,11:30:00
교필,927283-26,2,사고와표현,임보연,화,11:30:00,13:30:00
교필,927283-27,2,사고와표현,김도환,화,11:30:00,13:30:00
교필,927284-01,2,영어읽기와토론,변효정,월,16:30:00,18:25:00
교필,927284-02,2,영어읽기와토론,나병모,월,12:30:00,14:30:00
교필,927284-03,2,영어읽기와토론,김한규,금,09:30:00,11:30:00
교필,927284-04,2,영어읽기와토론,김한규,금,11:30:00,13:30:00
교필,927284-05,2,영어읽기와토론,임도현,화,09:30:00,11:30:00
교필,927284-06,2,영어읽기와토론,김한규,화,09:30:00,11:30:00
교필,927284-07,2,영어읽기와토론,김한규,월,09:30:00,11:30:00
교필,927284-08,2,영어읽기와토론,변효정,월,11:30:00,13:30:00
교필,927284-09,2,영어읽기와토론,임도현,월,11:30:00,13:30:00
교필,927284-10,2,영어읽기와토론,김한규,월,11:30:00,13:30:00
교필,927284-11,2,영어읽기와토론,임도현,목,09:30:00,11:30:00
교필,927284-12,2,영어읽기와토론,변효정,목,09:30:00,11:30:00
교필,927284-13,2,영어읽기와토론,김한규,목,09:30:00,11:30:00
교필,927284-14,2,영어읽기와토론,변효정,목,11:30:00,13:30:00
교필,927284-15,2,영어읽기와토론,김한규,목,11:30:00,13:30:00
교필,927284-16,2,영어읽기와토론,임도현,목,11:30:00,13:30:00
교필,927284-17,2,영어읽기와토론,임도현,화,11:30:00,13:30:00
교필,927284-18,2,영어읽기와토론,김한규,화,11:30:00,13:30:00
교필,927284-19,2,영어읽기와토론,변효정,화,11:30:00,13:30:00
교필,927284-20,2,영어읽기와토론,임도현,수,11:30:00,13:30:00
교필,927284-21,2,영어읽기와토론,김한규,수,11:30:00,13:30:00
교필,927284-22,2,영어읽기와토론,변효정,수,11:30:00,13:30:00
교필,927284-23,2,영어읽기와토론,임도현,수,09:30:00,11:30:00
교필,927284-24,2,영어읽기와토론,김한규,수,09:30:00,11:30:00
교필,927313-01,2,컴퓨팅사고와문제해결,박효진,수,09:30:00,11:30:00
교필,927313-02,2,컴퓨팅사고와문제해결,김선경,월,09:30:00,11:30:00
교필,927313-03,2,컴퓨팅사고와문제해결,박효진,월,09:30:00,11:30:00
교필,927313-04,2,컴퓨팅사고와문제해결,김선경,금,11:30:00,13:30:00
교필,927313-05,2,컴퓨팅사고와문제해결,김선경,금,09:30:00,11:30:00
교필,927313-06,2,컴퓨팅사고와문제해결,김선경,월,11:30:00,13:30:00
교필,927313-07,2,컴퓨팅사고와문제해결,박효진,월,11:30:00,13:30:00
교필,927313-08,2,컴퓨팅사고와문제해결,박효진,화,09:30:00,11:30:00
교필,927313-09,2,컴퓨팅사고와문제해결,김상오,화,11:30:00,13:30:00
교필,927313-10,2,컴퓨팅사고와문제해결,이윤정,수,09:30:00,11:30:00
교필,927313-11,2,컴퓨팅사고와문제해결,김지연,수,11:30:00,13:30:00
교필,927313-12,2,컴퓨팅사고와문제해결,김지연,화,11:30:00,13:30:00
교필,927313-13,2,컴퓨팅사고와문제해결,김선경,화,11:30:00,13:30:00
교필,927313-14,2,컴퓨팅사고와문제해결,박효진,화,11:30:00,13:30:00
교필,927313-15,2,컴퓨팅사고와문제해결,김지연,수,09:30:00,11:30:00
교필,927313-16,2,컴퓨팅사고와문제해결,김선경,수,09:30:00,11:30:00
교필,927313-17,2,컴퓨팅사고와문제해결,김상오,수,09:30:00,11:30:00
교필,927313-18,2,컴퓨팅사고와문제해결,김지연,목,11:30:00,13:30:00
교필,927313-19,2,컴퓨팅사고와문제해결,김상오,목,11:30:00,13:30:00
교필,927313-20,2,컴퓨팅사고와문제해결,이윤정,목,11:30:00,13:30:00
교필,927313-21,2,컴퓨팅사고와문제해결,김지연,목,09:30:00,11:30:00
교필,927313-22,2,컴퓨팅사고와문제해결,김상오,목,09:30:00,11:30:00
교필,927313-23,2,컴퓨팅사고와문제해결,김상오,수,11:30:00,13:30:00
교필,927313-24,2,컴퓨팅사고와문제해결,이윤정,수,11:30:00,13:30:00
교필,927313-25,2,컴퓨팅사고와문제해결,이윤정,목,09:30:00,11:30:00
교필,927313-26,2,컴퓨팅사고와문제해결,김지연,화,09:30:00,11:30:00
교필,927313-27,2,컴퓨팅사고와문제해결,김선경,화,09:30:00,11:30:00
교필,927430-01,2,대순사상과상생윤리,최치봉,월,11:30:00,13:30:00
교필,927430-02,2,대순사상과상생윤리,최치봉,수,09:30:00,11:30:00
교필,927430-03,2,대순사상과상생윤리,김대현,월,09:30:00,11:30:00
교필,927430-04,2,대순사상과상생윤리,김대현,월,11:30:00,13:30:00
교필,927430-05,2,대순사상과상생윤리,김대현,수,09:30:00,11:30:00
교필,927430-06,2,대순사상과상생윤리,김대현,수,11:30:00,13:30:00
교필,927430-07,2,대순사상과상생윤리,김의성,수,12:30:00,14:30:00
교필,927430-08,2,대순사상과상생윤리,김의성,목,09:30:00,11:30:00
교필,927430-09,2,대순사상과상생윤리,김의성,목,12:30:00,14:30:00
교필,927430-10,2,대순사상과상생윤리,김의성,금,09:30:00,11:30:00
교필,927430-11,2,대순사상과상생윤리,김태수,목,09:30:00,11:30:00
교필,927430-12,2,대순사상과상생윤리,김태수,목,11:30:00,13:30:00
교필,927430-13,2,대순사상과상생윤리,김태수,금,09:30:00,11:30:00
교필,927430-14,2,대순사상과상생윤리,김태수,금,11:30:00,13:30:00
교필,927430-15,2,대순사상과상생윤리,연영흠,화,09:30:00,11:30:00
교필,927430-16,2,대순사상과상생윤리,연영흠,화,12:30:00,14:30:00
교필,927430-17,2,대순사상과상생윤리,연영흠,목,09:30:00,11:30:00
교필,927430-18,2,대순사상과상생윤리,연영흠,목,12:30:00,14:30:00
교필,927430-19,2,대순사상과상생윤리,황희연,화,09:30:00,11:30:00
교필,927430-20,2,대순사상과상생윤리,황희연,화,11:30:00,13:30:00
교필,927430-21,2,대순사상과상생윤리,나권수,월,09:30:00,11:30:00
교필,927430-22,2,대순사상과상생윤리,편경일,화,09:30:00,11:30:00
교필,927430-23,2,대순사상과상생윤리,편경일,수,09:30:00,11:30:00
교필,927430-24,2,대순사상과상생윤리,대순강사1,수,19:40:00,21:20:00
교필,927430-25,2,대순사상과상생윤리,김해룡,목,19:40:00,21:20:00
교필,927430-26,2,대순사상과상생윤리,황희연,화,14:30:00,16:30:00
교필,927381-01,2,LCT(LearningbyCommunication＆Teamwork),정소명,월,09:30:00,11:30:00
교필,927381-02,2,LCT(LearningbyCommunication＆Teamwork),정소명,월,11:30:00,13:30:00
교필,927381-03,2,LCT(LearningbyCommunication＆Teamwork),정소명,화,09:30:00,11:30:00
교필,927381-04,2,LCT(LearningbyCommunication＆Teamwork),정소명,화,11:30:00,13:30:00
교필,927381-05,2,LCT(LearningbyCommunication＆Teamwork),정소명,수,09:30:00,11:30:00
교필,927381-06,2,LCT(LearningbyCommunication＆Teamwork),정소명,수,11:30:00,13:30:00
교필,927381-07,2,LCT(LearningbyCommunication＆Teamwork),김승남,월,11:30:00,13:30:00
교필,927381-08,2,LCT(LearningbyCommunication＆Teamwork),김승남,화,09:30:00,11:30:00
교필,927381-09,2,LCT(LearningbyCommunication＆Teamwork),김승남,수,09:30:00,11:30:00
교필,927381-10,2,LCT(LearningbyCommunication＆Teamwork),김승남,목,11:30:00,13:30:00
교필,927381-11,2,LCT(LearningbyCommunication＆Teamwork),조용기,월,09:30:00,11:30:00
교필,927381-12,2,LCT(LearningbyCommunication＆Teamwork),조용기,화,09:30:00,11:30:00
교필,927381-13,2,LCT(LearningbyCommunication＆Teamwork),조용기,수,09:30:00,11:30:00
교필,927381-14,2,LCT(LearningbyCommunication＆Teamwork),조용기,목,09:30:00,11:30:00
교필,927381-15,2,LCT(LearningbyCommunication＆Teamwork),손영경,월,14:30:00,16:30:00
교필,927381-16,2,LCT(LearningbyCommunication＆Teamwork),손영경,화,14:30:00,16:30:00
교필,927381-17,2,LCT(LearningbyCommunication＆Teamwork),정영웅,월,09:30:00,11:30:00
교필,927381-18,2,LCT(LearningbyCommunication＆Teamwork),정영웅,월,11:30:00,13:30:00
교필,927381-19,2,LCT(LearningbyCommunication＆Teamwork),정영웅,월,14:30:00,16:30:00
교필,927381-20,2,LCT(LearningbyCommunication＆Teamwork),정영웅,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,001022-01,2,일본어회화,박선옥,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-02,2,일본어회화,박선옥,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-03,2,일본어회화,박선옥,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-04,2,일본어회화,박선옥,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-05,2,일본어회화,박선옥,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-06,2,일본어회화,박선옥,목,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-07,2,일본어회화,김창남,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,001022-08,2,일본어회화,김창남,목,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-09,2,일본어회화,김창남,목,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-10,2,일본어회화,노은미,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-11,2,일본어회화,노은미,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-12,2,일본어회화,노은미,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,001022-13,2,일본어회화,노은미,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,001022-14,2,일본어회화,노은미,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,004104-01,2,실용한문,김용천,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,004127-01,2,인간과언어,김연희,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,004402-01,2,응급처치법,임기태,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,004402-02,2,응급처치법,임기태,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,004421-01,2,인간과종교,이현,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,004421-02,2,인간과종교,이현,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,004421-03,2,인간과종교,이현,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,921019-01,2,동시대의문학체험,신종곤,화,12:30:00,14:30:00
교선 > 제1영역:인간과소통,922501-01,2,한국인의삶과행복,김승남,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,922503-01,2,세계전쟁사,최한진,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,922503-02,2,세계전쟁사,최한진,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,922504-01,2,한국전쟁사,최한진,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,922504-02,2,한국전쟁사,최한진,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,922504-03,2,한국전쟁사,최한진,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,922505-01,2,타로와심리학,김영환,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,922505-02,2,타로와심리학,김영환,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927001-01,2,토익입문,이희정,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927001-02,2,토익입문,이희정,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927001-03,2,토익입문,이희정,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927006-01,2,중국어입문,위룬쩌,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927009-01,2,중국어회화,위룬쩌,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927009-02,2,중국어회화,위룬쩌,목,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927009-03,2,중국어회화,임지강,화,12:30:00,14:30:00
교선 > 제1영역:인간과소통,927009-04,2,중국어회화,임지강,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927011-01,2,일본어입문,김창남,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927011-02,2,일본어입문,김창남,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927042-01,2,토익RC,이창원,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927042-02,2,토익RC,이창원,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927042-03,2,토익RC,이창원,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927043-01,2,토익LC,김호정,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927043-02,2,토익LC,김호정,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927043-03,2,토익LC,김호정,목,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927089-01,2,영미명작과영화,공명수,화,12:30:00,14:30:00
교선 > 제1영역:인간과소통,927092-01,2,한국사,김형기,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927100-01,2,인물로풀어본중국역사,김덕삼,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927100-02,2,인물로풀어본중국역사,김덕삼,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927143-01,2,영어쓰기,임도현,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927146-01,2,실용일본어,박선옥,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927147-01,2,영상일본어,박선옥,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927147-02,2,영상일본어,노은미,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927149-01,2,영상중국어,위룬쩌,목,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927210-01,2,예비부모교육,손영경,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927210-02,2,예비부모교육,손영경,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927299-01,2,JLPT중급(N4/N3),김창남,목,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927300-01,2,JLPT고급(N2/N1),박선옥,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927314-01,2,21세기한국소설의이해,정연희,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927314-02,2,21세기한국소설의이해,정연희,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927316-01,2,여성과한국소설,정연희,월,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927316-02,2,여성과한국소설,정연희,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-01,2,초급글로벌영어회화,Mark Burman,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927331-02,2,초급글로벌영어회화,Mark Burman,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927331-03,2,초급글로벌영어회화,Mark Burman,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927331-04,2,초급글로벌영어회화,Mark Burman,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-05,2,초급글로벌영어회화,Mark Burman,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927331-06,2,초급글로벌영어회화,HILL BRIAN D,화,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927331-07,2,초급글로벌영어회화,HILL BRIAN D,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-08,2,초급글로벌영어회화,HILL BRIAN D,수,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927331-09,2,초급글로벌영어회화,HILL BRIAN D,목,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927331-10,2,초급글로벌영어회화,HILL BRIAN D,목,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-11,2,초급글로벌영어회화,HILL BRIAN D,금,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-12,2,초급글로벌영어회화,Sarah Choi,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927331-13,2,초급글로벌영어회화,Sarah Choi,화,12:30:00,14:30:00
교선 > 제1영역:인간과소통,927331-14,2,초급글로벌영어회화,Sarah Choi,수,12:30:00,14:30:00
교선 > 제1영역:인간과소통,927331-15,2,초급글로벌영어회화,Sarah Choi,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927331-16,2,초급글로벌영어회화,Sarah Choi,목,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927332-01,2,OPIc,김호정,목,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927332-02,2,OPIc,김호정,목,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927370-01,2,역사에서미래를읽다,박윤선,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927370-02,2,역사에서미래를읽다,박윤선,금,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927385-01,2,문학치유,나병준,목,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927405-01,2,인간관계와커뮤니케이션,김연희,화,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927413-01,2,다이나믹생활영어회화,Mark Burman,목,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927413-02,2,다이나믹생활영어회화,HILL BRIAN D,금,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927413-03,2,다이나믹생활영어회화,Sarah Choi,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927415-01,2,현지중국어회화,임지강,화,16:30:00,18:25:00
교선 > 제1영역:인간과소통,927431-01,2,한글과문자론,박동근,수,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927432-01,2,생활한자,임보연,월,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927432-02,2,생활한자,임보연,월,11:30:00,13:30:00
교선 > 제1영역:인간과소통,927433-01,2,한국소설과영화,장혜련,수,14:30:00,16:30:00
교선 > 제1영역:인간과소통,927434-01,2,21세기영미시와삶,양균원,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927435-01,2,일상문화와철학,김덕삼,화,09:30:00,11:30:00
교선 > 제1영역:인간과소통,927435-02,2,일상문화와철학,김덕삼,화,11:30:00,13:30:00
교선 > 제2영역:사회와경제,004512-01,2,경제와사회,권선희,월,14:30:00,16:30:00
교선 > 제2영역:사회와경제,004531-01,2,법과여성,이종덕,수,14:30:00,16:30:00
교선 > 제2영역:사회와경제,004531-02,2,법과여성,이종덕,목,14:30:00,16:30:00
교선 > 제2영역:사회와경제,008116-01,2,북한학,김갑수,목,11:30:00,13:30:00
교선 > 제2영역:사회와경제,922506-01,2,다종교사회와종교문화,이현,월,09:30:00,11:30:00
교선 > 제2영역:사회와경제,922506-02,2,다종교사회와종교문화,이현,월,11:30:00,13:30:00
교선 > 제2영역:사회와경제,922507-01,2,통일인문사회독해,이철수,월,14:30:00,16:30:00
교선 > 제2영역:사회와경제,922508-01,2,ESG경영과리스크관리,신선해,월,16:30:00,18:25:00
교선 > 제2영역:사회와경제,922508-02,2,ESG경영과리스크관리,신선해,화,16:30:00,18:25:00
교선 > 제2영역:사회와경제,922509-01,2,인간의삶과정신건강,조미영,목,09:30:00,11:30:00
교선 > 제2영역:사회와경제,922509-02,2,인간의삶과정신건강,조미영,목,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927019-01,2,대인관계심리,조미영,월,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927019-02,2,대인관계심리,조미영,월,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927027-01,2,통일과한국의미래,김형석,목,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927027-02,2,통일과한국의미래,김형석,목,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927107-01,2,법과정의,이종덕,화,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927107-02,2,법과정의,이종덕,목,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927109-01,2,현대사회와심리,유순덕,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927109-02,2,현대사회와심리,유순덕,화,16:30:00,18:25:00
교선 > 제2영역:사회와경제,927110-01,2,국제사회와정치,박영민,월,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927110-02,2,국제사회와정치,정병화,월,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927242-01,2,자치시대의시민생활,김종래,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927265-01,2,현대사회와스포츠,임기태,수,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927265-02,2,현대사회와스포츠,임기태,수,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927267-01,2,장애의이해와통합,조미영,화,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927267-02,2,장애의이해와통합,조미영,화,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927321-01,2,세계평화와국제기구,박영민,목,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927325-01,2,예술로여는심리학,함현진,수,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927325-02,2,예술로여는심리학,함현진,수,18:50:00,20:30:00
교선 > 제2영역:사회와경제,927366-01,2,현대사회와인성,정소명,목,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927373-01,2,북한정치사회와한반도통일,김형석,목,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927374-01,2,한반도와국제관계,정병화,수,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927389-01,2,영화로보는도서관과정보사회,이정호,목,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927403-01,3,평화시대포천지역학,김정완,화,09:30:00,12:30:00
교선 > 제2영역:사회와경제,927406-01,2,통일과사회복지,이철수,화,12:30:00,14:30:00
교선 > 제2영역:사회와경제,927407-01,2,테크놀로지와미디어트렌드,박치형,목,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927407-02,2,테크놀로지와미디어트렌드,박치형,목,16:30:00,18:25:00
교선 > 제2영역:사회와경제,927409-01,2,지능정보사회와법,최용전,월,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927409-02,2,지능정보사회와법,최용전,금,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927424-01,2,기후위기대응과국제협력체제,정임재,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927425-01,2,탄소중립정책의이해,정임재,수,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927436-01,2,상생하는세계시민교육,정소명,수,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927437-01,2,남북한의사회복지,이철수,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927438-01,2,인사관리와경영심리,신선해,월,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927438-02,2,인사관리와경영심리,신선해,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927439-01,2,생태관광과경영,권신일,화,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927439-02,2,생태관광과경영,권신일,화,16:30:00,18:25:00
교선 > 제2영역:사회와경제,927441-01,2,조직문화의이해,김영기,수,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927441-02,2,조직문화의이해,김영기,수,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927442-01,2,현대사회와경찰,김명엽,수,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927442-02,2,현대사회와경찰,김명엽,수,11:30:00,13:30:00
교선 > 제2영역:사회와경제,927443-01,2,남북한의법,천영성,월,12:30:00,14:30:00
교선 > 제2영역:사회와경제,927443-02,2,남북한의법,장욱,목,09:30:00,11:30:00
교선 > 제2영역:사회와경제,927444-01,2,미래사회와청소년교육,유순덕,목,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927444-02,2,미래사회와청소년교육,유순덕,목,16:30:00,18:25:00
교선 > 제2영역:사회와경제,927445-01,2,미디어로읽는심리학,유순덕,목,12:30:00,14:30:00
교선 > 제2영역:사회와경제,927451-01,2,포천의인문학,정연희,목,14:30:00,16:30:00
교선 > 제2영역:사회와경제,927452-01,2,국가안보론(안보전략),한명길,화,09:30:00,11:30:00
교선 > 제2영역:사회와경제,009029-01,2,공학커뮤니케이션,이재경,목,09:30:00,11:30:00
교선 > 제3영역:과학과기술,004616-01,2,생활과전기,김종호,목,09:30:00,11:30:00
교선 > 제3영역:과학과기술,004616-02,2,생활과전기,김종호,목,11:30:00,13:30:00
교선 > 제3영역:과학과기술,004623-01,2,우주와물질,신홍기,목,12:30:00,14:30:00
교선 > 제3영역:과학과기술,004623-02,2,우주와물질,신홍기,목,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005004-01,3,물리학및실험II,신홍기,수,13:30:00,17:30:00
교선 > 제3영역:과학과기술,005004-02,3,물리학및실험II,신홍기,월,13:30:00,17:30:00
교선 > 제3영역:과학과기술,005004-03,3,물리학및실험II,신홍기,화,13:30:00,17:30:00
교선 > 제3영역:과학과기술,005006-01,3,일반화학및실험II,박성호,월,09:30:00,11:30:00
교선 > 제3영역:과학과기술,005006-01,3,일반화학및실험II,박성호,목,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005006-02,3,일반화학및실험II,박성호,화,11:30:00,13:30:00
교선 > 제3영역:과학과기술,005006-02,3,일반화학및실험II,박성호,금,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005006-03,3,일반화학및실험II,화학강사1,수,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005006-03,3,일반화학및실험II,화학강사1,목,11:30:00,13:30:00
교선 > 제3영역:과학과기술,005008-01,3,생명과학및실험II,김호,수,09:30:00,11:30:00
교선 > 제3영역:과학과기술,005008-01,3,생명과학및실험II,김호,목,09:30:00,11:30:00
교선 > 제3영역:과학과기술,005008-02,3,생명과학및실험II,곽애경,화,09:30:00,11:30:00
교선 > 제3영역:과학과기술,005008-02,3,생명과학및실험II,곽애경,수,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005008-03,3,생명과학및실험II,곽애경,화,14:30:00,16:30:00
교선 > 제3영역:과학과기술,005008-03,3,생명과학및실험II,곽애경,목,11:30:00,13:30:00
교선 > 제3영역:과학과기술,005008-04,3,생명과학및실험II,박희준,금,09:30:00,13:30:00
교선 > 제3영역:과학과기술,005111-01,3,기초미적분학,이정례,월,09:30:00,12:30:00
교선 > 제3영역:과학과기술,005111-02,3,기초미적분학,서영주,수,13:30:00,16:30:00
교선 > 제3영역:과학과기술,005112-01,3,응용미적분학,김봉진,수,10:00:00,11:30:00
교선 > 제3영역:과학과기술,005112-01,3,응용미적분학,김봉진,금,10:00:00,11:30:00
